user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AtH2023_SRR11185246_MAG29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-557;s__	N/A	N/A	N/A	N/A	N/A	GCA_934463265.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-557;s__CAG-557 sp934463265	90.64	0.527	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-557;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000435275.1, s__CAG-557 sp000435275, 95.0, 84.92, 0.311	92.12	11	0.98267	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR11185251_MAG17	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.4	11	0.82276	N/A
AtH2023_SRR11185257_MAG15	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__RGIG3141;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__RGIG3141;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.36	11	0.93164	N/A
AtH2023_SRR11185257_MAG48	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AI;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AI;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.41	11	0.95809	N/A
AtH2023_SRR8655112_MAG03	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.71	11	0.84662	N/A
AtH2023_SRR8655112_MAG14	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.84	11	0.97511	N/A
AtH2023_SRR8655112_MAG16	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.1	11	0.9572	N/A
AtH2023_SRR8655112_MAG20	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAFGDI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAFGDI01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.34	11	0.95558	N/A
AtH2023_SRR8655112_MAG25	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.8	11	0.89749	N/A
AtH2023_SRR8655112_MAG29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.2	11	0.86517	N/A
AtH2023_SRR8655112_MAG30	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.72	11	0.88004	N/A
AtH2023_SRR8655112_MAG31	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.46	11	0.93374	N/A
AtH2023_SRR8655112_MAG32	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.0	11	0.94567	N/A
AtH2023_SRR8655112_MAG33	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Teretinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Teretinema;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	56.59	11	0.97237	N/A
AtH2023_SRR8655112_MAG34	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.24	11	0.96463	N/A
AtH2023_SRR8655112_MAG38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.14	11	0.95058	N/A
AtH2023_SRR8655112_MAG39	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.37	11	0.95787	N/A
AtH2023_SRR8655112_MAG47	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__DUPK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012520395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__DUPK01;s__DUPK01 sp012520395	89.01	0.554	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__DUPK01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.18	11	0.97844	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8655112_MAG48	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAUNST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAUNST01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.74	11	0.9287	N/A
AtH2023_SRR8655112_MAG49	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.07	0.411	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.12, 0.233	89.42	11	0.98608	N/A
AtH2023_SRR8655112_MAG50	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAVBUZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAVBUZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	35.46	11	0.94767	N/A
AtH2023_SRR8655112_MAG51	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.88	11	0.95191	N/A
AtH2023_SRR8655112_MAG53	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.95	11	0.8411	N/A
AtH2023_SRR8655113_MAG01	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.26	0.445	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.22, 0.219	91.74	11	0.98433	N/A
AtH2023_SRR8655113_MAG02	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.88	11	0.95074	N/A
AtH2023_SRR8655113_MAG04	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.71	11	0.84662	N/A
AtH2023_SRR8655113_MAG05	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.14	11	0.89919	N/A
AtH2023_SRR8655113_MAG06	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.25	11	0.87933	N/A
AtH2023_SRR8655113_MAG07	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	GCA_012511005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__DTU089 sp012511005	86.32	0.251	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	80.82	11	0.98563	N/A
AtH2023_SRR8655113_MAG08	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.98	11	0.91889	N/A
AtH2023_SRR8655113_MAG14	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RGIG3701;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RGIG3701;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.97	11	0.96809	N/A
AtH2023_SRR8655113_MAG15	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA1038;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA1038;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.78	11	0.97415	Genome has more than 16.7% of markers with multiple hits
AtH2023_SRR8655113_MAG22	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.83	11	0.84076	N/A
AtH2023_SRR8655113_MAG24	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__	N/A	N/A	N/A	N/A	N/A	GCA_034927815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp034927815	87.04	0.235	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.41	11	0.98047	N/A
AtH2023_SRR8655113_MAG25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.03	11	0.95134	N/A
AtH2023_SRR8655113_MAG26	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.82	11	0.95898	N/A
AtH2023_SRR8655113_MAG28	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.08	11	0.93921	N/A
AtH2023_SRR8655113_MAG38	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.9	11	0.84134	N/A
AtH2023_SRR8655113_MAG40	d__Bacteria;p__Vulcanimicrobiota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Vulcanimicrobiota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.77	11	0.78735	N/A
AtH2023_SRR8655113_MAG43	d__Bacteria;p__Bacillota;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU019;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU019;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.6	11	0.91338	N/A
AtH2023_SRR8655113_MAG44	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA12405;f__UBA12405;g__WARW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA12405;f__UBA12405;g__WARW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	40.71	11	0.9813	N/A
AtH2023_SRR8655113_MAG47	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.42	11	0.82673	N/A
AtH2023_SRR8655113_MAG48	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNBN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNBN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.29	11	0.94867	N/A
AtH2023_SRR8655114_MAG04	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012521875.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__JAAYLN01 sp012521875	85.09	0.188	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	71.56	11	0.9257	N/A
AtH2023_SRR8655114_MAG05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.61	11	0.95082	N/A
AtH2023_SRR8655114_MAG06	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	GCA_012511005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__DTU089 sp012511005	87.01	0.324	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035647555.1, s__DTU089 sp035647555, 95.0, 83.0, 0.178	94.98	11	0.98518	N/A
AtH2023_SRR8655114_MAG07	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.14	11	0.89919	N/A
AtH2023_SRR8655114_MAG13	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.29	0.438	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.2, 0.213	92.49	11	0.98404	N/A
AtH2023_SRR8655114_MAG15	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.61	11	0.97602	N/A
AtH2023_SRR8655114_MAG18	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.24	11	0.95952	N/A
AtH2023_SRR8655114_MAG21	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	71.78	11	0.90578	N/A
AtH2023_SRR8655114_MAG25	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.71	11	0.95094	N/A
AtH2023_SRR8655114_MAG26	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.95	11	0.90556	N/A
AtH2023_SRR8655114_MAG28	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAVBUZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAVBUZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.76	11	0.94651	N/A
AtH2023_SRR8655114_MAG34	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__DUPK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__DUPK01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.84	11	0.9338	N/A
AtH2023_SRR8655114_MAG39	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	N/A	N/A	N/A	N/A	N/A	GCA_963511095.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp963511095	87.03	0.229	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_937934665.1, s__Anaerococcus sp937934665, 95.0, 87.62, 0.171; GCF_019957155.1, s__Anaerococcus murdochii, 95.0, 86.05, 0.172	56.91	11	0.9925	N/A
AtH2023_SRR8655114_MAG41	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.59	11	0.93765	N/A
AtH2023_SRR8655114_MAG42	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.94	11	0.96402	N/A
